,label,name,party,wahlkreis,x,y,digital,familie,demokratie,natur,arbeit,top_word_0,top_word_1,top_word_2,top_word_3,top_word_4,top_word_5,top_word_6,top_word_7,top_word_8,top_word_9,top_word_10,top_word_11,top_word_12,top_word_13,top_word_14,top_word_15,top_word_16,top_word_17,top_word_18,top_word_19,top_word_20,top_word_21,top_word_22,top_word_23,top_word_24,top_word_25,top_word_26,top_word_27,top_word_28,top_word_29,top_word_30,top_word_31,top_word_32,top_word_33,top_word_34,top_word_35,top_word_36,top_word_37,top_word_38,top_word_39
312,kerstin-griese,Kerstin Griese,SPD,Mettmann II,1216.819,-396.14758,0.05496276588277603,0.4029374597995984,0.06973859773195347,0.0,0.01923304550590436,Toleranz,Bildung,Engagement,Investition,alt,Unterstützung,Generation,sicher,gleich,Infrastruktur,Demokratie,Chance,Familie,Zukunft,Kind,Arbeit,gewähltes,gespalten,gewährleisten,gewöhnen,gewünscht,gezielt,gewähren,gewählt,gestalten,gewiss,gewinnen,gewerkschaftlich,gewaltig,gewaltbereiten,getrennt,gesundheitlich,gesunde,gesund,gesteuerte,gestern,gewiß,gewaltsam,glaubwürdig,giftig
313,werner-marquardt,Werner Marquardt,Parteilos,Heilbronn,-687.4058,416.00064,0.005187827918207082,0.0075018084689731064,0.06291379792907367,0.006959469253436823,0.0029106589198972565,Risiko,Ruck,eingehen,glauben,Erde,Regierung,Mal,Mrd,viele,tatsächlich,oft,tun,Überbevölkerung,quasi,beteiligt,of,bevormunden,anprangern,blauäugig,überaus,warnen,Aufgabe,locker,paar,Technokrat,erachten,Erdogans,enttäuschen,zwanzig,verkehren,schlimme,Umweltverschmutzung,damalig,erschreckend,übersehen,Politk,Missstände,prima,Wunde,Angesichts
314,anja-hirschel,Anja Hirschel,PIRATEN,Ulm,-515.26587,53.30211,0.0073646742371841845,0.003525783823955546,0.05626517964111401,0.02609361895712845,0.014662960837015038,statt,REFORM,GLÄSERNER,Entkriminalisierung,behinderter,Polizist,rückholbarzwischenlagern,UMWELT,Übergangslösung,TEILHABE,steuerfinanzierten,zerfall,STAAT,hartz,Geregelte,Erfassung,Ausweis,Konsument,Berufswahl,iv,Bundesweite,kriegerischen,WAHL,Verdacht,Paar,Offenlegung,Wohnort,wofür,Kamera,STATT,Forschungsergebnis,Kürze,Freier,Erneuerbare,rechtzeitig,BÜRGER,außer,dahin,Nutzer,gleiche
315,jorn-leunert,Dipl.Ing. Jörn Leunert,DIE GRÜNEN,Mettmann I,554.6351,-426.85352,0.01944812579288861,0.035020652093769665,0.03714086273096713,0.1377852637327954,0.05111404921642918,Technologie,einführen,stoppen,bekämpfen,artgerechte,schnelle,gestalten,Erderhitzung,geschützte,nachrüsten,Fleisch,Hersteller,bezahlbarer,selbständig,Durchbruch,steuerfinanzierte,Öl,Pariser,Steuerentlastung,fördern,zusammenführen,Diesel,Pflegeversicherung,gleichberechtigt,Erneuerbare,Haltung,Garantierente,Bezahlbare,glücklich,Asylverfahren,schaffen,verhelfen,Beamter,Faire,transparent,Privatsphäre,voranbringen,Kohle,funktionierend,Lobbyismus
316,christian-lindner,Christian Lindner,FDP,Rheinisch-Bergischer Kreis,-720.57153,-861.7231,0.13747215284052705,0.06594950036321634,0.039533295820214406,0.01052844226531294,0.03537874396269181,gestalten,Digitalisierung,Bildungsausgabe,enkelfit,Moderne,entgegenwirken,Arbeitskraft,Rentensystem,neu,Kooperationsverbot,erlauben,qualifiziert,Jahrhundert,mindestens,21,steigend,Weg,40,Schritt,Erhöhung,Milliarde,Einwanderungsgesetz,durchsetzen,denken,digital,gute,erster,Bürgerin,entlasten,Abschaffung,nutzen,Steuer,Bund,sehen,schon,Euro,endlich,Deshalb,Schule,Welt
317,dr-alexander-wolf,Dr. Alexander Wolf,AfD,Hamburg-Eimsbüttel,-779.0284,305.7455,0.006963982349378504,0.09996525338509714,0.07232745236962904,0.007164368921405501,0.019721058519491658,statt,abschieben,Euro,Mut,konsequent,stoppen,räumen,rechtsfreien,schützen,Verschwendung,abgelehnt,Opferschutz,freiheitliche,Täterschutz,maroder,tolerieren,Strafrecht,Zentralisierung,patriotisch,straffällig,Experiment,belohnen,Menschenverstand,Straftäter,vergeben,lehren,Einbruchskriminalität,Quote,Wahrheit,kanadischem,Punktesystem,Einwanderungsland,Asylbewerber,anwenden,Rettungspolitik,mittelfristig,weit,deutsch,Erbe,etablieren
318,florian-kiel,Florian Kiel,DIE PARTEI,Siegen-Wittgenstein,-261.73218,317.074,0.0,0.04110299629661704,0.012000511519027968,0.0025500826058358905,0.038547411333038135,Siegerland,PARTEI,Mauer,Kneipe,Demokratieförderung,fordern,Arbeit,Wirtschaftsflucht,Containerhafen,fachen,Pils,Nordkorea,KV,Pornoindustrie,Barbarenstämmen,Wittgenstein,schließlich,zahlen,Niemand,Tradition,planen,schützen,gleich,Daher,richtig,Mann,daher,durchschlagend,scheiß,wittschis,dekorativen,überflüssig,benötiget,doll,pforten,animieren,dunst,zivilisierte,überweisen,bringen
319,bijan-djir-sarai,Bijan Djir-Sarai,FDP,Neuss I,-611.24347,-647.38043,0.043575954685595435,0.006217548075603038,0.020340221426650158,0.007864803210871362,0.011098345790412752,Demokrat,Open,Blick,statt,frei,Projekt,Außenpolitik,daher,Übergang,perfekt,Wohlstand,europäisch,Orientierungslosigkeit,Data,Innovationen,globalem,DIGITALISIERUNG,vorn,vielfältigen,Besonnenheit,Diplomatie,Industriegesellschaft,Panik,Europäer,Arbeitsbedingungen,Government,Potenziale,Handlungsfähigkeit,Populismus,EUROPA,Strategie,Intervention,stärken,Austausch,richten,Vorrang,militärisch,Vernunft,Wandel,verfolgen
320,leo-fischer,Leo Fischer,DIE PARTEI,Frankfurt am Main II,1017.1641,-126.66635,0.006704189711245462,0.1095822158090794,0.005676570582731418,0.008537123105592228,0.06434095650481536,gänzlich,Steinbachs,schließlich,außer,bunt,Einwanderer,PARTEI,fahren,leider,Kita,bezahlen,treten,Arbeit,Wohnraum,überlebend,biogenetisch,nebenan,schmarrn,aufpassen,bewerkstelligt,auffindbar,auffangen,ausscheiden,innerdeutsch,dreilagig,winzig,beerben,weiche,illegalen,Steinbach,kostengünstig,Erika,sofern,Japan,SchülerInnen,bewaffnet,Ballungszentrum,Spekulant,Technokrat,Vollzeitstelle
321,victor-perli,Victor Perli,DIE LINKE,Salzgitter - Wolfenbüttel,794.50726,596.82306,0.0011216549866123237,0.028495529395518106,0.04796334126891653,0.003395539832810691,0.1833188943072765,sozial,Mittelschicht,zudem,Rechts,Mittelpunkt,Umgang,diskriminierungsfreie,bröckelnden,schutzsuchend,widersteht,Armut,Frage,vielen,schützen,homo,ungerechter,eingewanderten,gescheiterte,widersprechen,Vermittler,Protest,36,Lohn,Zeitgeist,arbeitender,verschleiern,Einwohner,Anwalt,brutto,Aufstiegschancen,Eckpfeiler,Milliardär,fünfter,ausspielen,mächtige,Superreiche,vernachlässigen,unterscheiden,Menschlichkeit,gegeneinander
322,diyar-agu,Diyar Agu,DIE LINKE,Oberbergischer Kreis,174.59941,656.32227,0.013666257991076505,0.012972925749541495,0.05029040803591037,0.02399940970250776,0.058253148270137126,besseres,Ungerechtigkeit,jung,weltweit,wecken,billigend,demokratisiert,kämpfen,strukturell,fairen,Verelendung,Sohn,Ansporn,konfrontieren,Kauf,erringen,schenken,türkisch,mussten,Leib,Europa,Hoffnung,NRW,Welt,definieren,Einwanderer,Kriegseinsatz,LINKEN,anstatt,sozialen,Kandidat,Standard,menschenwürdig,Gewalt,erfahren,gerechte,sicherstellen,Spaltung,Koalition,betreiben
323,daniel-fahr,Daniel Fahr,FDP,Coesfeld - Steinfurt II,-430.7446,-797.379,0.06985483664191347,0.08800050225059226,0.024897988803714282,0.01165118799272826,0.01112485356671235,Altersvorsorge,flexibel,Vereinbarkeit,verändern,Beruf,Digitalisierung,Familie,arbeitsrecht,europäisch,einfachere,verfolgter,anpassen,Steuerabteilung,flexibilisieren,qualifizierte,Konzentrieren,Musik,subsidiären,einkaufen,desto,bedarfsgerechte,Regelfall,Qualitätsoffensive,Aufweichung,bislang,aussitzen,Ruhestand,Einwanderungsrecht,zwingend,festgelegt,Arbeitszeitmodell,Ergänzung,überbordend,Morgen,Öffnungszeit,Kleine,Kriegsflüchtling,klug,Handwerker,kompliziert
324,werner-grunwald,Werner Grünwald,DKP,Märkisch-Oderland - Barnim II,-634.789,599.9308,0.015116652502048113,0.02665954984691436,0.08995426864578322,0.0,0.05003201247003882,DDR,vergessen,Bank,Konzern,Grundgesetz,obdachlos,Krieg,bringen,Expansion,enttäuschen,kommunistisch,toll,Arbeitsplatz,viele,stellen,wiederholen,Gebot,Revolution,verankerte,Trotzdem,damals,Existenzgrundlage,deutsch,27,behaupten,ausufernd,brechen,Einnahme,Linie,Versprechen,wiederum,trotzdem,Hoffnung,Plan,alleine,Enkel,anfangen,schaffen,vergangen,Regelung
325,nezahat-baradari,Nezahat Baradari,SPD,Olpe - Märkischer Kreis I,480.32608,-662.35675,0.0,0.15239615668138487,0.07130324809885502,0.0,0.07158975597240141,insbesondere,Stärkung,Niederlassung,pflegerisch,finanzielle,gesundheitlich,ärztlich,Status,Bildungschance,zukunftsfähig,Kind,jugendliche,Konzept,Entlastung,Versorgung,ländlich,unabhängig,Kommune,Raum,Entwicklung,Frau,sichern,Arbeitsplatz,sicher,Recht,Familie,Rente,Bürger,sozial,greifen,gewinnen,gläserne,gesetzlich,gewerkschaftlich,gewaltsam,gewaltig,gespalten,gewaltbereiten,glücklich,gesichert
326,lienhard-pagel,Prof. Dr. Lienhard Pagel,FREIE WÄHLER,Vorpommern-Rügen - Vorpommern-Greifswald I,-1276.4224,461.18793,0.007124869887954887,0.021874840762774832,0.22154250806804549,0.006300905485544204,0.02696091283163136,Volk,Demokratie,Elite,Volksentscheide,Bargeld,Entscheidung,Gewinn,Teilhabe,partizipatorisch,Bleiberecht,Anstieg,Zentrale,Unternehmen,Reallohn,Vermeidung,stop,ansteigen,überwachen,organisiert,total,Steuerrecht,systematisch,Gas,Asylpolitik,Schweizer,nennen,repräsentativ,Energiepolitik,Kriminalität,Bank,Privatisierung,Bürger,Autobahn,Mitbestimmung,vorhanden,reich,Strom,Kontrolle,angemessen,funktionieren
327,thomas-ney,Thomas Ney,PIRATEN,Oberhavel - Havelland II,-1265.1333,378.9118,0.020285285062024348,0.0,0.24094542904488306,0.008230024688939328,0.0,Recht,Schutz,Privatsphäre,Bürgerrecht,Transparenz,direkt,einzeln,indirekt,Entscheidung,möglicher,entbinden,hinausgehen,Anonymität,Vertraulichkeit,informationelle,Jegliche,Internets,Individuums,Freiheit,frei,Missbrauch,inakzeptabel,mächtig,Meinungsäußerung,Beschränkung,Angelegenheit,Nutzer,beinhalten,bewerten,mächtige,verleihen,stärken,Meinungsfreiheit,Netzwerk,Diskriminierung,beeinflussen,Hierfür,Kommunikation,einbeziehen,erfahren
328,karl-meier,Karl Meier,FREIE WÄHLER,Weiden,-545.8055,-143.50557,0.0,0.02135787211587889,0.04304276925338045,0.010661984107654777,0.016359004549070952,Neustadt,seit,Kandidat,Ebene,engagieren,Wähler,naturzerstörende,stufigen,teueren,demonstrieren,Bemühung,2003,Leitung,Erfolgsgeschichte,2011,senden,Landtagswahl,arbeitender,Helfen,Ministerpräsident,km,leiten,Helfer,Studiengebühr,erneuerbaren,lieben,wohle,München,2008,bayerisch,ausländisch,35,anständig,lauten,beschäftigen,Gruppe,ehrlich,unnötig,Wählerin,Wiedereinführung
329,michael-linnerer,Michael Linnerer,FDP,Rosenheim,-800.2949,-500.53284,0.032218719455876066,0.0734005456423819,0.07813127110137576,0.021358998193099468,0.05359905965754766,DEMOKRATEN,FREIEN,inklusiven,FORDERN,europäisch,Betrieb,unnötig,Schule,abbauen,TECHNOLOGIE,MITGEBEN,LEBENSLAGEN,HOCHBURG,MEISTERN,RÜSTZEUG,SELBSTBESTIMMTE,HERAUSFORDERUNGEN,Rosenheim,globalen,gemeinsam,Bürokratismus,frei,BÜRGER,Flüchtlingskrise,Auszubildender,Beruf,Wohneigentum,sorgen,fordern,selbstbestimmtes,kontrollieren,Schüler,Bürger,liberal,Rahmenbedingung,Voraussetzung,lösen,schaffen,Dabei,notwendig
330,maximilian-mohring,Maximilian Möhring,PIRATEN,Aachen II,-251.07854,-92.13666,0.0,0.02267535317305741,0.02984097811053895,0.0152647393862074,0.013275429627425362,Schulsystems,Frequentierung,öffentlich,PKW,Verkehrsmittel,attraktiv,Nahverkehr,darum,überfüllt,ausführlicherer,pluralen,aufwirft,terminbezogen,benachteiligte,bereicherten,ÖPNVs,größtmöglich,Fahrtzeit,zeitlich,schützt,erleiden,gewiß,unglaublich,Begleitung,Entwurf,Internetseite,Attraktivität,G9,Vorstellung,interessiert,Steigerung,lesen,Funktion,Glück,kostenfrei,sowie,produzieren,Bildungspolitik,anbieten,Kompetenz
331,stefan-rouenhoff,Stefan Rouenhoff,CDU,Kleve,-155.4066,-676.1639,0.015346143040279803,0.034127689916905984,0.060001325992797186,0.008898966580849616,0.04814435269075437,europäisch,Niederrhein,Waal,Union,innerer,heimisch,Mittelschicht,Rhein,sowie,EU,eng,Zusammenarbeit,Hochschule,Marktwirtschaft,vernünftig,beitragen,Projekt,gewährleisten,Mittelstand,Sicherheit,polizeilich,immense,berufstätige,bringen,beklagen,dual,Altenpflege,Bildungslandschaft,Werkzeug,Meisterbrief,Forstwirtschaft,Terrorismusbekämpfung,Präsidentschaftswahl,Terminal,Besonderheit,Kleve,Breitbandnetz,Unternehmen,Genehmigungsverfahren,Innovationskraft
332,jens-hassel,Jens Hassel,FREIE WÄHLER,Groß-Gerau,-657.1178,71.808784,0.015270669335201291,0.0,0.07433041217257078,0.0,0.0,blenden,schweben,Ahnung,möchte,irgendwo,Nöten,Wunde,Finger,BÜRGER,legen,regieren,Weg,gerne,Verfügung,Person,Wähler,Sorge,verändern,Politiker,zeigen,bereits,halten,Kommune,Berlin,Frage,vielen,Interesse,seit,frei,neu,Bürger,gesundheitlich,getrennt,gewünscht,gewaltbereiten,gewaltig,gewaltsam,gewährleisten,gewiß,gewähren
333,uwe-reiche,Uwe Reiche,FREIE WÄHLER,Eichsfeld - Nordhausen - Kyffhäuserkreis,-464.5602,-329.01816,0.013166762417753207,0.018336352222368454,0.03507373716525103,0.004993154918015547,0.028198866317060936,im,Thüringen,Anreizprogramm,Bereich,usw,niedrig,Zuwanderung,halten,Stärkung,schulstandorte,pauschales,zufügt,schnelleren,ausbildungsortnahe,wettbewerbsfähiger,infrastrukturkernaufgabe,überstunden,Vervollständigen,Chefsache,Rentenkürzung,LehrerInnen,Expansion,Eintritt,bewundern,inkl,MBit,Staatsanwaltschaft,zukunftsträchtig,Asylgesetz,ALG2,THW,bleiberecht,wichtigstes,Berufspolitiker,Segment,Landtag,müssten,Feuerwehren,2019,Ausweisung
334,andreas-zimmer,Andreas Zimmer,BAYERNPARTEI,Erding - Ebersberg,-724.923,-75.37724,0.0,0.08358531808771946,0.10079364393214436,0.0,0.0119894902835836,zentalistischen,Hebammenmangel,flächendeckende,erziehen,Geburtshilfe,Hauptthema,Föderalismus,zuhause,Schweiz,Unabhängigkeit,Bayern,alleinerziehend,Volksentscheid,bundesweit,Vorbild,drei,direkt,einführen,bekämpfen,Stärkung,EU,Förderung,Thema,Region,weit,fördern,Europa,Demokratie,Familie,Kind,gewöhnen,gesteuerte,gesund,gesunde,gesundheitlich,getrennt,gewaltbereiten,gewinnen,gewerkschaftlich,gewaltig
335,oliver-kaczmarek,Oliver Kaczmarek,SPD,Unna I,123.50943,268.2781,0.012717402979294972,0.0,0.012691416458208359,0.0,0.014936536707774627,Unna,bewerbe,Sozialdemokratie,Profil,Chancengleichheit,Bundestagsabgeordneter,Alltag,Kreis,darum,September,abgeordneter,vertreten,24,verbessern,modern,offen,klar,deutsch,Gerechtigkeit,setzen,stark,Arbeit,globalisiert,gewiss,gewinnen,gläsern,gewerkschaftlich,gewaltsam,gewaltig,gläserne,gewaltbereiten,glücklich,getrennt,gesundheitlich,gesunde,gesund,go,gesteuerte,greifen,gestern
336,petra-ringelmann,Petra Ringelmann,BAYERNPARTEI,Weiden,-517.1734,-78.24369,0.0,0.0,0.07960020104363562,0.0,0.014665450237837063,vertreten,Berlin,blau,Recht,selbstverständlich,Grundsatz,bewahren,durchsetzen,wissen,erhalten,gewähltes,gewähren,gewiss,gewährleisten,gewinnen,gewöhnen,gewerkschaftlich,gewaltsam,gewünscht,gewählt,gewiß,000,gezielt,getrennt,gesundheitlich,gesunde,gesund,gesteuerte,gestern,gestalten,gespalten,gesichert,gesetzlich,gesetzeswidrig,gewaltig,gewaltbereiten,glasfaser,giftig,grundlegend,grundeinkommen
337,zaklin-nastic,Zaklin Nastic,DIE LINKE,Hamburg-Eimsbüttel,386.1854,832.71606,0.0037125407013286977,0.022398639335867068,0.026855377376373626,0.007846496551477787,0.15766841401500045,Gerechtigkeit,sozial,Gesellschaft,Solidarität,offen,realisierbar,International,friedvoll,Hamburger,Nr,fortschrittlich,weltoffenen,Frieden,lieben,Elite,Demokratisierung,Reichtums,Tasche,streite,schwache,Ursache,Rüstungsexport,Energieversorgung,Privatisierung,Waffe,Grundsatz,Bedingung,Umverteilung,Macht,Fluchtursache,Krankenhaus,wohnen,Liebe,gewährleisten,Hand,einzig,Ende,Grundlage,Alternative,Teilhabe
338,josef-voege,Josef Voege,FREIE WÄHLER,Main-Taunus,15.511497,-7.976281,0.0,0.0619860858347852,0.01969100655477456,0.0,0.03737772491244767,braucht,MENSCH,Kostenfreie,200,Mindestrente,Volksentscheid,Bildung,gespalten,gezielt,gewünscht,gewöhnen,gesetzlich,gewährleisten,gewähren,gewähltes,gewählt,gewiß,gewiss,gewinnen,gewerkschaftlich,ggf,gewaltsam,gewaltig,gewaltbereiten,getrennt,gesundheitlich,gesunde,gesund,gesteuerte,gestern,gestalten,gesichert,giftig,000,gesetzeswidrig,grundsätzlich,grundlos,grundlegend,grundeinkommen,großzügig
339,lorenz-gosta-beutin-2,Lorenz Gösta Beutin,DIE LINKE,Plön - Neumünster,339.47546,728.223,0.003093822769541509,0.0033003334597202483,0.014685125398553827,0.0,0.06717964288209345,wenig,Gesellschaft,Stimme,schief,Wenige,Vielen,Leistungsträger,anderswo,Geltung,Potential,existieren,selten,Manager,Wohle,verschaffen,freuen,wahr,Erziehung,laufen,Wählerin,erfahren,wachsen,technisch,Anerkennung,erleichtern,leiden,Alltag,Anliegen,Reichtum,Zusammenhalt,September,niedrig,profitieren,Wähler,verändern,Liebe,24,konsequent,gesellschaftlich,Möglichkeit
340,herbert-sirois,Dr. Herbert Sirois,DIE GRÜNEN,Ansbach,-586.20703,61.376537,0.0,0.0,0.059378679668818726,0.05232974190081505,0.0,anvertrauen,zumisst,schonend,wertekonservativ,bedingungslosem,resultieren,Schonung,Schöpfung,Zitat,Mitgeschöpf,Fürsorge,Lebewesen,Motivation,achten,Wahrung,bürgerlich,verfolgen,Last,ehrenamtlich,Tierschutz,ausrichten,Verfassung,Ressource,Wachstum,kommend,verstehen,zugleich,Artikel,orientieren,Nachhaltigkeit,Gemeinschaft,sowohl,Tier,Engagement,besonderer,Lebensgrundlage,einzeln,staatlich,natürlich,Natur
341,heiko-becker,Heiko Becker,SPD,Siegen-Wittgenstein,-13.134206,-690.8126,0.0,0.05929082705275986,0.003517133394724272,0.0,0.0348995355732777,heimisch,sichern,Wittgenstein,Lebensader,vereinbarkeit,Wirtschaft,Landwirt,ehrenamt,sozialen,Datum,erleichtern,vorantreiben,medizinisch,Autobahn,Wohnungsbau,ausbauen,Beruf,Versorgung,gestalten,Arbeitsplatz,unterstützen,erhalten,Region,stärken,schaffen,Familie,Sicherheit,gewähren,gewähltes,gewährleisten,gewöhnen,gewählt,gewaltsam,gewiss,gewinnen,gewerkschaftlich,gewaltig,gewaltbereiten,getrennt,gesundheitlich
342,cliff-gatzweiler,Dr. Cliff Gatzweiler,FDP,Aachen I,-463.2974,-400.21838,0.01920922652474955,0.0,0.0,0.0,0.02913039248218958,Kriegsflüchtling,unterscheiden,Aufstockung,Einwanderer,Justiz,dauerhaft,Ausstattung,Asyl,Entlastung,Einwanderungsgesetz,Einwanderung,mittlerer,Polizei,klar,Einkommen,Gerechtigkeit,Sicherheit,gewaltsam,gewährleisten,gestern,gesteuerte,gesund,gesunde,gesundheitlich,getrennt,gewaltbereiten,gewähltes,gewaltig,gewählt,gewiß,gewöhnen,gewiss,gewinnen,gewerkschaftlich,gewähren,000,giftig,gezielt,grundeinkommen,großzügig
343,sylvia-gabelmann,Sylvia Gabelmann,DIE LINKE,Siegen-Wittgenstein,435.5559,700.91187,0.0,0.09722387754924644,0.04517483228411244,0.1112150709537036,0.03910981272989685,gleich,un,Lebewesen,intakt,wert,Umweltzerstörung,sowie,Welt,kostenfreie,Umbau,anstatt,Energieversorgung,kämpfe,selbstverständlich,Gesellschaft,Bank,Mittelpunkt,Gesundheitsversorgung,Respekt,bewegen,Konzern,wirklich,friedlich,Verkehr,ökologisch,Landwirtschaft,Krieg,Armut,solidarisch,demokratisch,Interesse,möglich,Umwelt,hören,Stadt,Recht,setzen,Bildung,glücklich,gewaltsam
344,heinz-schumacher,Heinz Schumacher,FREIE WÄHLER,Odenwald,-35.056705,132.48679,0.0,0.0,0.0,0.0,0.06663914596171146,auseinanderdriften,WÄHLER,Reich,darin,freie,Arm,Sozial,bestehen,lassen,000,gewiß,gewählt,gewähltes,gewöhnen,gewährleisten,gewiss,gewünscht,gezielt,gewähren,gewinnen,gewaltig,gewaltsam,gewaltbereiten,getrennt,gesundheitlich,gesunde,gesund,gesteuerte,gestern,gestalten,gespalten,gesichert,gesetzlich,gewerkschaftlich,ggf,glauben,glasfaser,grundlegend,grundeinkommen,großzügig
345,marcel-emmerich,Marcel Emmerich,DIE GRÜNEN,Ulm,473.66772,-464.71786,0.02754969831262501,0.1024894752232874,0.07216481806770474,0.08633567036936739,0.039014045664921206,GRÜNEN,GRÜNES,ausbauen,niemand,sorgen,stärken,europäisch,sichern,modernisieren,Handelsabkommen,dabei,schaffen,umweltfreundlich,fair,insgesamt,schützen,anweisen,gleich,legen,zusammenleben,gesund,verteidigen,Herkunft,Bürgerversicherung,Familie,einführen,verbessern,Ziel,friedlich,Integration,bezahlbar,Mobilität,Bürgerin,auseinanderfällt,vorschreiben,direktdemokratische,schnell,ermöglichen,Frau,konventionell
346,walter-rammler,Walter M. Rammler,DIE GRÜNEN,Fulda,313.74344,-131.97675,0.0,0.002662483682978201,0.0,0.08196444070094977,0.021909045185506987,km,Tierwohl,sichere,Atom,Windenergie,Radfahrer,130,Fußgänger,Sonne,Bildungsgerechtigkeit,Afghanistan,Trinkwasser,Flüchtlingspolitik,Errungenschaft,Kohle,Reduzierung,Autobahn,30,grün,Erhalt,echt,Landwirtschaft,statt,sozial,generalverdacht,glauben,glasfaser,giftig,ggf,gezielt,gewünscht,gewöhnen,gewährleisten,gewähren,gewähltes,gewiß,gewiss,gewinnen,gewerkschaftlich,gewaltsam
347,nicolas-wallhauser,Nicolas Wallhäußer,FDP,Darmstadt,-675.0686,-602.1396,0.05927384294015418,0.04731432030305882,0.04762620158081248,0.004857348613502524,0.0,German,zielgerichtete,proaktiv,prämisse,geeint,Individuums,Unternehmensgründungen,frei,Zeichen,danach,Pflicht,Satz,Innovation,erkennen,liberal,Mut,folgend,wer,Entlastung,Mittelstand,gehören,handeln,daher,Digitalisierung,gestalten,Förderung,eigen,Freiheit,hoch,Zeit,Europa,sowie,Zukunft,Ziel,Bildung,Bürger,gewöhnen,gewährleisten,gewählt,gewähltes
348,elfi-scho-antwerpes,Elfi Scho-Antwerpes,SPD,Köln II,91.25914,-299.29932,0.031921395291973534,0.027265055117554768,0.011577868398581652,0.004454581400570921,0.0398332583513393,gesellschaftlich,tragen,bereits,jüngsten,nutzbar,dulde,wegzudenken,Spannung,Nachdruck,Community,luxusgut,Lebensgestaltung,aufbrechen,bundespolitisch,Leidenschaft,barrierefreie,befähigt,selbstbestimmte,Daraus,Köln,Partizipation,Feld,bewirken,vorbereiten,Bezahlbare,eröffnen,maßgeblich,folgen,begegnen,Rassismus,Offenheit,Wandel,überwinden,Lebensqualität,Aufstieg,sinnvoll,lebenswerte,Arbeit,Ebene,bisher
349,monika-christann,Monika Christann,DIE LINKE,Frankfurt am Main II,-221.10295,510.85324,0.0,0.05026246736145818,0.05006051664865197,0.027428720168745327,0.057019504402791285,sog,Betrieb,Mitbestimmung,Freihandelsvertrag,lohnabhängig,Betriebsrat,angestellter,einseitig,Bereich,gleichwertig,Mitte,meisten,beschäftigter,Klima,erst,Tag,Ziel,lassen,Bevölkerung,Unterstützung,Arbeit,aufgeweicht,durchgeführt,patriarchatsfreie,aufsässig,schikanieren,Aufgabe,Frau,Benennung,Werkverträgen,Bevölkerungsgruppe,Bundesrat,Mythos,wertvollen,ausgehebelen,Prekarität,gesetzeswidrig,Merkmal,Thema,viele
350,franziska-brychcy,Franziska Brychcy,DIE LINKE,Berlin-Steglitz-Zehlendorf,707.89044,141.20255,0.01873567922628112,0.08744375933760568,0.07063229327670903,0.0,0.09435969483840406,Prekarität,Verarmung,Berufsschule,zunehmen,Rüstungsausgabe,wenigen,effektiv,Daseinsvorsorge,Reichtum,Hochschule,kulturell,Kampf,Miete,Liebe,Statt,Teilhabe,Herausforderung,Kitas,Vermögen,erhöhen,Kultur,bezahlbar,Investition,investieren,Bürgerin,gleichzeitig,sichern,endlich,öffentlich,Infrastruktur,Schule,setzen,Bildung,Bürger,sozial,gewünscht,gewöhnen,gesundheitlich,getrennt,gewaltig
351,manuel-paschke,Manuel Paschke,DIE LINKE,Delmenhorst - Wesermarsch - Oldenburg-Land,-448.57312,-70.281395,0.00614209478926314,0.020547991835000296,0.02851789978037011,0.013464619113445686,0.01566195918777993,Geographie,Gewinn,können,durchdachte,Unterfinanzierung,geschaffen,spezialisieren,Überarbeitung,Chemie,dringender,Stadt,Bremen,Handlungsbedarf,tief,weiteres,Einblick,zurückgeben,Spitzensteuersatz,Universität,Studium,erkennen,Vermögenssteuer,Bildungssystem,kaum,Lehrer,mal,Umverteilung,kennen,Bundesebene,täglich,lernen,Konzept,bestehen,innen,umsetzen,Grundlage,staatlich,nachhaltig,sehen,endlich
352,ina-mecke,Ina Mecke,DIE PARTEI,Tübingen,-240.10123,-21.10591,0.0,0.0037423154663819938,0.00635929332743828,0.0,0.001066410722754901,Tübingen,Reutlingen,Waiblinger,Neckarinsel,Österberg,Mauer,Flughafen,bauen,waiblinger,terrorisieren,klein,hinten,räumlich,seitdem,Neckar,Stadt,ertragen,Baustelle,abreißen,Universitätsstadt,raus,ICE,unterstreichen,Deshalb,absehbar,Führung,Währung,verschieben,anschließen,anschließend,umbauen,eigenständig,Stuttgart,realisieren,erreichbar,Netzwerk,abschieben,Unabhängigkeit,Umbau,Offenheit
353,werner-fischer-2,Werner Fischer,UNABHÄNGIGE,Ostallgäu,133.16356,-846.1043,0.05418730178691911,0.028375309598045018,0.10447645424671127,0.021687484845734625,0.023419257598378325,Region,lebenswerte,inspirieren,daheim,Generation,schnell,sichere,flexibles,darstellen,verwurzeln,kreativ,quer,informieren,eigenständig,Bundespolitik,Vorgabe,Tradition,Ziel,Lobbyismus,Bayern,Bürger,Mitbestimmung,Rentner,verbinden,Verbesserung,Richtung,mal,Fortschritt,Vorbild,Transparenz,Einwanderungsgesetz,durchsetzen,Reform,denken,nächster,Wahl,Integration,lassen,Natur,Heimat
